01_kjw	 kjw
started at 08-May-2019 11:21:05
------------
scan:3	 blk:1	 xUpCate:1	 trial:1	 onset:0.1150	 plan:0.0000	 recorded:0	 xQuad:3	 xCatch:0	 xImgID:28	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:2	 onset:1.5139	 plan:1.5000	 recorded:1	 xQuad:3	 xCatch:1	 xImgID:28	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:3	 onset:3.0065	 plan:3.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:107	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:4	 onset:4.5110	 plan:4.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:25	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:5	 onset:6.0159	 plan:6.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:124	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:6	 onset:7.5081	 plan:7.5000	 recorded:1	 xQuad:3	 xCatch:1	 xImgID:124	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:7	 onset:9.0136	 plan:9.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:63	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:8	 onset:10.5171	 plan:10.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:14	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:9	 onset:12.0119	 plan:12.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:80	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:10	 onset:13.5166	 plan:13.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:69	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:11	 onset:15.0087	 plan:15.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:100	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:12	 onset:16.5143	 plan:16.5000	 recorded:1	 xQuad:3	 xCatch:1	 xImgID:100	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:13	 onset:27.0116	 plan:27.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:16	 response:NaN	 rt:0.0000	 accuracy:0

