01_kjw	 kjw
started at 08-May-2019 11:55:30
------------
scan:3	 blk:1	 xUpCate:1	 trial:1	 onset:0.1087	 plan:0.0000	 recorded:0	 xQuad:4	 xCatch:0	 xImgID:87	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:2	 onset:1.5051	 plan:1.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:131	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:3	 onset:3.0041	 plan:3.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:34	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:4	 onset:4.5056	 plan:4.5000	 recorded:1	 xQuad:4	 xCatch:1	 xImgID:34	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:5	 onset:6.0054	 plan:6.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:95	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:6	 onset:7.5037	 plan:7.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:126	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:7	 onset:8.9965	 plan:9.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:21	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:8	 onset:10.5006	 plan:10.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:122	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:9	 onset:12.0057	 plan:12.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:38	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:10	 onset:13.4979	 plan:13.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:12	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:11	 onset:15.0064	 plan:15.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:2	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:1	 xUpCate:1	 trial:12	 onset:16.5071	 plan:16.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:6	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:13	 onset:27.0060	 plan:27.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:134	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:14	 onset:28.5081	 plan:28.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:16	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:15	 onset:30.0033	 plan:30.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:127	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:16	 onset:31.5083	 plan:31.5000	 recorded:1	 xQuad:2	 xCatch:1	 xImgID:127	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:17	 onset:33.0090	 plan:33.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:23	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:18	 onset:34.5065	 plan:34.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:18	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:19	 onset:36.0093	 plan:36.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:41	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:20	 onset:37.5037	 plan:37.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:133	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:21	 onset:39.0082	 plan:39.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:112	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:22	 onset:40.5090	 plan:40.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:44	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:23	 onset:42.0064	 plan:42.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:129	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:2	 xUpCate:1	 trial:24	 onset:43.4994	 plan:43.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:142	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:25	 onset:54.0092	 plan:54.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:46	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:26	 onset:55.5109	 plan:55.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:17	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:27	 onset:57.0057	 plan:57.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:54	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:28	 onset:58.5119	 plan:58.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:59	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:29	 onset:60.0118	 plan:60.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:35	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:30	 onset:61.5120	 plan:61.5000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:35	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:31	 onset:63.0123	 plan:63.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:5	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:32	 onset:64.5061	 plan:64.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:138	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:33	 onset:66.0114	 plan:66.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:27	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:34	 onset:67.5127	 plan:67.5000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:27	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:35	 onset:69.0091	 plan:69.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:114	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:3	 xUpCate:1	 trial:36	 onset:70.5018	 plan:70.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:139	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:37	 onset:81.0120	 plan:81.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:25	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:38	 onset:82.5148	 plan:82.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:124	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:39	 onset:84.0094	 plan:84.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:100	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:40	 onset:85.5136	 plan:85.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:63	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:41	 onset:87.0077	 plan:87.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:4	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:42	 onset:88.5119	 plan:88.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:69	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:43	 onset:90.0153	 plan:90.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:9	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:44	 onset:91.5097	 plan:91.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:80	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:45	 onset:93.0149	 plan:93.0000	 recorded:1	 xQuad:3	 xCatch:1	 xImgID:80	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:46	 onset:94.5155	 plan:94.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:107	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:47	 onset:96.0121	 plan:96.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:28	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:4	 xUpCate:1	 trial:48	 onset:97.4991	 plan:97.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:48	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:49	 onset:108.0151	 plan:108.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:78	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:50	 onset:109.5075	 plan:109.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:8	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:51	 onset:111.0117	 plan:111.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:49	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:52	 onset:112.5007	 plan:112.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:82	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:53	 onset:114.0102	 plan:114.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:1	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:54	 onset:115.5144	 plan:115.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:91	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:55	 onset:117.0076	 plan:117.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:68	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:56	 onset:118.5125	 plan:118.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:76	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:57	 onset:120.0046	 plan:120.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:99	 response:NaN	 rt:0.0000	 accuracy:0

scan:3	 blk:5	 xUpCate:1	 trial:58	 onset:121.5101	 plan:121.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:115	 response:NaN	 rt:0.0000	 accuracy:0

