0	 0.5	 1
1	 0.5	 1
2	 0.5	 1
3	 0.5	 1
4	 0.5	 1
5	 0.5	 1
6	 0.5	 1
7	 0.5	 1
8	 0.5	 1
9	 0.5	 1
10	 0.5	 1
11	 0.5	 1
42	 0.5	 1
43	 0.5	 1
44	 0.5	 1
45	 0.5	 1
46	 0.5	 1
47	 0.5	 1
48	 0.5	 1
49	 0.5	 1
50	 0.5	 1
51	 0.5	 1
52	 0.5	 1
53	 0.5	 1
84	 0.5	 1
85	 0.5	 1
86	 0.5	 1
87	 0.5	 1
88	 0.5	 1
89	 0.5	 1
90	 0.5	 1
91	 0.5	 1
92	 0.5	 1
93	 0.5	 1
94	 0.5	 1
95	 0.5	 1
168	 0.5	 1
169	 0.5	 1
170	 0.5	 1
171	 0.5	 1
172	 0.5	 1
173	 0.5	 1
174	 0.5	 1
175	 0.5	 1
176	 0.5	 1
177	 0.5	 1
178	 0.5	 1
179	 0.5	 1
189	 0.5	 1
190	 0.5	 1
191	 0.5	 1
192	 0.5	 1
193	 0.5	 1
194	 0.5	 1
195	 0.5	 1
196	 0.5	 1
197	 0.5	 1
198	 0.5	 1
199	 0.5	 1
200	 0.5	 1
231	 0.5	 1
232	 0.5	 1
233	 0.5	 1
234	 0.5	 1
235	 0.5	 1
236	 0.5	 1
237	 0.5	 1
238	 0.5	 1
239	 0.5	 1
240	 0.5	 1
241	 0.5	 1
242	 0.5	 1
